Lat,Long,Date,FireDate,BurnID,ID,fireType,Sev4Cls,Sev5Cls,CBI_Plot,CBI_Under,CBI_Over,OzCBI_Plot,OzCBI_Under,OzCBI_Over,RBR,dNBR,NBRpre,NBRpost,siteReserve,fireHx,plotType,plotNumber,plotTag,Obs,Sev_Field,%burn,A1,A2,A3,A4,A5,CBI_A,B%cov,B1,B2,B3,B4,CBI_B,C%cov,C1,C2,C3,C4,CBI_C,D%cov,D1,D2,D3,D4,D5,CBI_D,E%cov,E1,E2,E3,E4,E5,CBI_E,firemonNotes,A1,A2,A3,A4,OzCBI_A,B%cov,B1,B2,B3,OzCBI_B,C%cov,C1,C2,C3,OzCBI_C,E.ht,E%cov,E1,E2,E3,E4,OzCBI_E,OZcbiNotes,dataNotes,missingData,rbr,dnbr,preNBR,postNBR,RdNBR
-31.36511,115.754313,,18-Oct-20,SWC_052,YealNR2006cbi2,PB,Hi,CS,2.458333333,2.444444444,2.5,2.635416667,2.604166667,2.666666667,482.39941,672.70844,0.39351,-0.2792,YealNR,2006,cbi,cbi2,,,hi,100,2.5,,1,,0.5,1.333333333,40,3,3,,3,3,10,3,3,3,3,3,45,3,1.5,2.5,3,2.5,2.5,,,,,,,,,2.5,3,2.5,2.5,2.625,50,3,2.5,2.25,2.583333333,25,3,2.5,1.5,2.333333333,5,50,3,,,3,3,,,,,,,,
-31.548,115.66718,20-Jan-20,11-Dec-19,SWC_057,Yanch91_CBI1,WF,Hi,CS,2.686666667,2.777777778,2.55,,,,481.76187,747.66089,0.55093,-0.19673,YanchepNP,1991,CBI,CBI1,,JBF,H,100,3,NA,2,NA,2,2.333333333,15,3,3,3,3,3,5,3,3,3,3,3,10,3,2.5,2.5,3,3,2.8,65,3,0,2.5,3,3,2.3,"Hi Sev, Tuart 100% Scorch, Banksia 100% torch",,,,,,,,,,,,,,,,,,,,,,,,,,408.6553324,551.5792594,0.34876407,-0.20281518,933.9896401
-31.24524186,116.0037788,26-Nov-20,13-Sep-20,SWC_058,CullallaRd2001veg6,PB,Hi,CS,2.416666667,2.347222222,2.625,2.375,2.75,2,467.96356,499.86115,0.06716,-0.4327,CullallaRd,2001,veg,veg6,,jbf,hi,100,2,,1.5,,0,1.166666667,35,3,3,,3,3,10,2.5,3,3,3,2.875,20,3,2,2.5,3,,2.625,,,,,,,,,3,,2.25,2.25,2.5,,3,3,,3,,,2.5,1,1.75,5,,,,,2.25,2.25,,,,,,,,
-31.24512532,116.0030397,26-Nov-20,13-Sep-20,SWC_058,CullallaRd2001veg3,PB,Hi,CS,2.447916667,2.472222222,2.375,2.291666667,2.833333333,1.75,458.56757,498.07321,0.08515,-0.41292,CullallaRd,2001,veg,veg3,,jbf,hi,100,2.5,,2,,0.5,1.666666667,40,2.5,3,3,3,2.875,10,2.5,3,3,3,2.875,10,3,1,2.5,3,,2.375,,,,,,,,,3,,2.5,2.5,2.666666667,,3,3,,3,,,2.5,1.5,2,5,,,,,1.5,1.5,,,,,,,,
-31.5174,115.67299,20-Jan-20,11-Dec-19,SWC_057,Yanch01_CBI1,PBWF,Hi,CS,1.985416667,1.930555556,2.15,,,,444.93295,626.38574,0.40682,-0.21957,YanchepNP,2001,CBI,CBI1,,"JBF, Emma Clingan",H,90,1.5,NA,1,NA,1,1.166666667,50,3,3,3,3,3,10,2,1.5,1.5,1.5,1.625,10,2.25,1,2.5,2.5,2.5,2.15,,,,,,,,"High Sev, Minor torching,Mostly scorched, Small% canopy survived",,,,,,,,,,,,,,,,,,,,,,,,,,375.4663898,458.8138398,0.220903096,-0.23791074,976.1928185
-31.24468507,116.0034638,26-Nov-20,13-Sep-20,SWC_058,CullallaRd2001veg4,PB,Hi,CS,2.369791667,2.368055556,2.375,2,2.75,1.25,444.43073,490.74829,0.10322,-0.38753,CullallaRd,2001,veg,veg4,,jbf,hi,100,2.25,,1.5,,0,1.25,40,2.75,3,,3,2.916666667,8,2.75,3,3,3,2.9375,15,3,1,2.5,3,,2.375,,,,,,,,,3,,2.5,2,2.5,,3,3,,3,,,,1,1,5.5,,,,,1.5,1.5,,,,,,,,
-31.18578136,115.5163405,28-Nov-20,18-Oct-20,SWC_051,KooianaRd2008cbi6,PB,Hi,CS,2.458333333,2.402777778,2.625,2.520833333,2.666666667,2.375,443.07745,513.92456,0.1589,-0.35503,KooianaRd,2008,cbi,cbi6,,jbf,hi,100,2,,2,,0,1.333333333,55,3,3,,3,3,5,2.5,3,3,3,2.875,10,3,2,2.5,3,,2.625,,,,,,,,no euctod in 20m.,3,,2,2,2.333333333,,3,3,,3,,,2.5,1,1.75,3,,,,,3,3,can hgt 2.5-4.,,,,,,,
-31.1848215,115.5157472,28-Nov-20,18-Oct-20,SWC_051,KooianaRd2008cbi3,PB,Hi,CS,2.625,2.666666667,2.5,2.541666667,2.833333333,2.25,441.26907,516.73828,0.17003,-0.34671,KooianaRd,2008,cbi,cbi3,,jbf,hi,100,2.5,,2.5,,1,2,55,3,3,,3,3,5,3,3,3,3,3,10,3,1.5,2.5,3,,2.5,,,,,,,,,3,,2.5,2.5,2.666666667,,3,3,,3,,,2.5,1.5,2,3,,,,,2.5,2.5,"sparse, low banksia over heath.",,,,,,,
-31.549204,115.667016,20-Jan-20,11-Dec-19,SWC_057,Yanch91_plot1,WF,Hi,CS,2.213333333,2.888888889,1.2,,,,440.14328,508.74484,0.15486,-0.35388,YanchepNP,1991,veg,plot1,,JBF,H,100,3,NA,3,NA,2,2.666666667,40,3,3,3,3,3,15,3,3,3,3,3,25,3,1.5,2.5,3,2,2.4,0,0,0,0,0,0,0,"Hi Sev,Some torching, 100% scorch",,,,,,,,,,,,,,,,,,,,,,,,,,353.6505664,362.5403703,0.024269789,-0.338270586,2327.144615
-31.18583966,115.5167498,28-Nov-20,18-Oct-20,SWC_051,KooianaRd2008cbi7,PB,Hi,CS,2.375,2.25,2.625,2.416666667,2.583333333,2.25,439.69589,507.20154,0.15253,-0.35467,KooianaRd,2008,cbi,cbi7,,jbf,hi,100,2.5,,2,,0,1.5,50,3,3,,3,3,0,,,,,,10,3,1,3.5,3,,2.625,,,,,,,,euctod very deep char.,3,,2.25,2,2.416666667,,3,2.5,,2.75,,,3,1,2,3,,,,,2.5,2.5,,,,,,,,
-31.562676,115.681284,16-Jan-20,11-Dec-19,SWC_057,Yanch05_plot7,WF,Hi,CS,2.508333333,2.611111111,2.2,,,,439.33893,528.19696,0.20125,-0.32694,YanchepNP,2005,veg,plot7,,JBF,hi,100,3,NA,2.5,NA,1.5,2.333333333,20,2,3,3,3,2.75,15,2,3,3,3,2.75,25,3,1,2.5,3,1.5,2.2,0,,,,,,,high severity; scorch foliage in all 3 strata.,,,,,,,,,,,,,,,,,,,,,,,,,,369.8296056,381.9816746,0.032142452,-0.34983922,2130.605424
-31.18539989,115.5159179,28-Nov-20,18-Oct-20,SWC_051,KooianaRd2008cbi5,PB,Hi,CS,2.458333333,2.444444444,2.5,2.354166667,2.583333333,2.125,439.10809,509.83655,0.16007,-0.34976,KooianaRd,2008,cbi,cbi5,,jbf,hi,100,2.5,,1.5,,0,1.333333333,50,3,3,,3,3,2,3,3,3,3,3,20,3,1.5,2.5,3,,2.5,,,,,,,,eucatodt clearly causing signal of very high sev.,3,,2.25,2,2.416666667,,3,2.5,,2.75,,,2.5,1,1.75,4,,,,,2.5,2.5,euctod hgt=4.5; banksia hgt 3.5.,,,,,,,
-31.24537554,116.0008839,26-Nov-20,13-Sep-20,SWC_058,Cullalla2001_b2,PB,Hi,CS,2.234375,2.270833333,2.125,2.145833333,2.416666667,1.875,437.86786,505.05569,0.15244,-0.35261,CullallaRd,2001,cbi,cbi2,,JBF,Hi,98,2,,1.5,,0,1.166666667,40,2.5,3,,3,2.833333333,15,2.5,2.75,3,3,2.8125,20,2.5,1,2.5,2.5,,2.125,,,,,,,,,3,,2,2,2.333333333,,2.5,2.5,,2.5,,,NA,1.75,1.75,6.5,,,,,2,2,most of crown gone,,,,,,,
-31.124577,115.91562,19-Jan-20,17-Sep-19,SWC_046,RedGully1978_plot5,PB,Hi,CS,2.254166667,2.305555556,2.1,,,,434.47733,509.08118,0.17071,-0.33837,RedGullyNR,1978,veg,plot5,,JBF,H,100,2,NA,0.5,NA,1,1.166666667,55,2.5,3,3,3,2.875,15,2.5,3,3,3,2.875,15,3,1,2.5,3,1,2.1,,,,,,,,"Hi sev, Total canopy loss, torching present, mostly scorch",,,,,,,,,,,,,,,,,,,,,,,,,,299.6083718,310.4147194,0.034740834,-0.275673881,1665.413911
-31.54362,115.67099,20-Jan-20,11-Dec-19,SWC_057,Yanch01_CBI4,PBWF,Hi,CS,2.253333333,2.888888889,1.3,,,,420.61118,537.32983,0.2765,-0.26083,YanchepNP,2001,CBI,CBI4,,"JBF, Emma Clingan",Very High,100,3,NA,3,NA,2,2.666666667,15,3,3,3,3,3,70,3,3,3,3,3,0,0,0,0,0,0,0,20,3,1.5,2.5,3,3,2.6,"Very High severity; High colour char(?) shrub 50%+ canopy consumption, Tuart 20m tall 100% scorch, some torching lower down",,,,,,,,,,,,,,,,,,,,,,,,,,337.6093744,383.3634107,0.134320987,-0.249042422,1046.016953
-31.128821,115.902293,19-Jan-20,17-Sep-19,SWC_046,RedGully2004_plot7,PB,Hi,CS,2.155208333,2.256944444,1.85,,,,419.27176,512.94891,0.22243,-0.29052,RedGullyNR,2004,veg,plot7,,JBF,M-H,100,2,NA,1,NA,1,1.333333333,50,2.5,3,3,3,2.875,20,2,2.5,2.75,3,2.5625,10,2.25,1,2,2.5,1.5,1.85,,,,,,,,Mod-Hi Sev,,,,,,,,,,,,,,,,,,,,,,,,,,256.6010375,273.3042476,0.063328155,-0.209976094,1086.045359
-31.36566825,115.7544986,,18-Oct-20,SWC_052,YealNR2006cbi3,PB,Hi,CS,2.230208333,2.423611111,1.65,2.442708333,2.71875,2.166666667,417.49252,581.43512,0.39168,-0.18975,YealNR,2006,cbi,cbi3,,,hi,100,2.5,,1,,0.5,1.333333333,35,3,3,,3,3,10,2.75,3,3,3,2.9375,35,2.5,1,2.5,1.25,1,1.65,,,,,,,,,2.75,3,2.5,2.5,2.6875,50,3,2.75,2.5,2.75,25,3,2.5,1,2.166666667,5.5,50,3,2,,1.5,2.166666667,,,,,,,,
-31.127473,115.904189,19-Jan-20,17-Sep-19,SWC_046,RedGully2004_plot4,PB,Hi,CS,2.320833333,2.427777778,2,,,,417.08044,543.84204,0.30293,-0.24092,RedGullyNR,2004,veg,plot4,,JBF,H,100,2.6,NA,1,NA,1,1.533333333,60,2.5,3,3,3,2.875,30,2.5,3,3,3,2.875,20,3,0,2.5,3,1.5,2,,,,,,,,"Hi Sev, 100% canopy loss, Euc tod. Dominated",,,,,,,,,,,,,,,,,,,,,,,,,,288.4316045,320.7084504,0.110801866,-0.209906584,963.4670473
-31.124988,115.915011,19-Jan-20,17-Sep-19,SWC_046,RedGully1978_plot4,PB,Hi,CS,2.385416667,2.513888889,2,,,,417.00381,466.22134,0.11703,-0.34919,RedGullyNR,1978,veg,plot4,,JBF,H,100,3,NA,1,NA,1,1.666666667,55,3,3,3,3,3,10,2.5,3,3,3,2.875,15,3,0,2.5,3,1.5,2,,,,,,,,"Hi sev, 100% scorch tree canopy,subshrub consumed foliage, tall shrub partially consumed",,,,,,,,,,,,,,,,,,,,,,,,,,286.6961426,296.4065017,0.033206283,-0.263200222,1626.588106
-31.124081,115.917179,19-Jan-20,17-Sep-19,SWC_046,RedGully1978_plot7,PB,Hi,CS,2.551041667,2.534722222,2.6,,,,415.98749,485.47888,0.16605,-0.31943,RedGullyNR,1978,veg,plot7,,JBF,H,100,3,NA,1,NA,1,1.666666667,50,3,3,3,3,3,20,2.75,3,3,3,2.9375,25,3,2,2.5,3,2.5,2.6,,,,,,,,"(?), Hi sev, Most Banksia torched,Euc tod partial scorch/torch",,,,,,,,,,,,,,,,,,,,,,,,,,276.9255848,293.2979722,0.056908103,-0.236389867,1229.481526
-31.35589854,115.5821612,17-Jan-20,11-Dec-19,SWC_057,CaraWestContol_plot4,WF,Hi,CS,2.754166667,2.805555556,2.6,,,,415.85977,499.70078,0.20061,-0.29909,CarabanWest,2005.02,veg,plot4,,"JBF, LLW",high sev,100,3,NA,3,NA,2,2.666666667,55,2.5,3,3,3,2.875,5,2.5,3,3,3,2.875,25,3,2,2.5,3,2.5,2.6,,,,,,,,"high severity, substantial canopy consumption",,,,,,,,,,,,,,,,,,,,,,,,,,406.108173,477.5906146,0.175095489,-0.302495123,1141.348586
-31.383821,115.799526,18-Jan-20,19-Sep-19,SWC_052,Yeal2001_CBI2,PB,Hi,CS,2.260416667,2.680555556,1,,,,411.67206,535.49286,0.29978,-0.23572,YealNR,2001,CBI,CBI2,,"JBF, AJB",H,100,3,NA,2,NA,1.5,2.166666667,50,3,3,3,3,3,5,2.5,3,3,3,2.875,35,1.5,0,1,1,1.5,1,,,,,,,,"Severe surface burned, loss in subshrub, some canopy intact, lots of Banksia",,,,,,,,,,,,,,,,,,,,,,,,,,271.8498469,323.6191425,0.188939436,-0.134679706,744.5140457
-31.37532,115.771955,18-Jan-20,19-Sep-19,SWC_052,Yeal80_CBI1,PB,Hi,CS,2.566666667,2.75,2.2,,,,403.23532,447.34299,0.10838,-0.33896,YealNR,1980,CBI,CBI1,,"JBF, AJB",very hi,100,3,2,3,NA,2,2.5,,,,,,,50,3,3,3,3,3,10,2.5,1.5,2.5,2.5,2,2.2,,,,,,,,very high severity; beaueleg branch loss; torching in some trees to SW.,,,,,,,,,,,,,,,,,,,,,,,,,,296.7823602,317.8739036,0.07004344,-0.247830454,1201.077805
-31.54383,115.67237,20-Jan-20,11-Dec-19,SWC_057,Yanch01_CBI5,PBWF,Hi,CS,2.453333333,2.388888889,2.55,,,,400.35883,517.93451,0.29268,-0.22526,YanchepNP,2001,CBI,CBI5,,"JBF, Emma Clingan",H,100,2,NA,0.5,NA,1,1.166666667,30,3,3,NA,3,3,10,3,3,3,3,3,5,3,1.5,2.5,3,3,2.6,25,3,1,2.5,3,3,2.5,"high sever, full canopy scorch, tuart",,,,,,,,,,,,,,,,,,,,,,,,,,289.9250234,331.6341975,0.140726462,-0.190907733,884.0389971
-31.37509637,115.7715028,18-Jan-20,19-Sep-19,SWC_052,Yeal80_plot3,PB,Mod,CS,2.31875,2.625,1.4,,,,397.07733,496.11145,0.24841,-0.2477,YealNR,1980,veg,plot3,,"JBF, AJB",mod sev,100,3,1,2.5,NA,2,2.125,25,2.5,3,3,3,2.875,5,2.5,3,3,3,2.875,30,1.5,0.5,2,1.5,1.5,1.4,,,,,,,,hi surface consumption; lots dead Banksia gone; midstory high scorch; canopy some damage; mod sev.,,,,,,,,,,,,,,,,,,,,,,,,,,281.5703221,326.7929085,0.159657111,-0.167135807,817.8590995
-31.59191414,115.9480476,27-Nov-20,16-Sep-20,SWC_038,BanksiaTrk1965veg7,PB,Hi,CS,2.189583333,2.236111111,2.05,2.270833333,2.375,2.166666667,394.66339,403.11243,0.02041,-0.3827,BanksiaTrk,1965,veg,veg7,,bgh,hi,100,2.25,,1,,0,1.083333333,15,3,3,,3,3,60,2,3,2.5,3,2.625,5,2.5,1,2.5,2.25,2,2.05,,,,,,,,,1.5,3,1,1.5,1.75,25,3,3,,3,75,3,,2,2.5,4,25,3,0.5,,2,1.833333333,mostly elevated fuels w adencygn retaining >50% dead foliage.,,,,,,,
-31.18456567,115.5175334,28-Nov-20,18-Oct-20,SWC_051,KooianaRd2008cbi1,PB,Hi,CS,2.125,2.145833333,2.0625,2.125,2.375,1.875,391.11169,456.27542,0.16561,-0.29066,KooianaRd,2008,cbi,cbi1,,jbf,hi,90,2,,,,0.5,1.25,50,2.5,2.5,,2.5,2.5,5,2.25,2.5,2.5,3.5,2.6875,5,2.25,1,2.5,2.5,,2.0625,,,,,,,,,3,,2.5,,2.75,,2.5,1.5,,2,,,2.5,1,1.75,3.5,,,,,2,2,,,,,,,,
-31.35657194,115.5841031,17-Jan-20,11-Dec-19,SWC_057,CaraWestContol_plot2,WF,Mod,CS,2.525,2.75,1.85,,,,374.59122,427.32318,0.13977,-0.28755,CarabanWest,2005.02,veg,plot2,,"JBF, LLW",moderate,100,3,NA,3,NA,1.5,2.5,60,2.5,3,3,3,2.875,10,2.5,3,3,3,2.875,15,2.25,0,2.5,2.5,2,1.85,,,,,,,,"severe surface, canopy scorch, ~5% canopy green, no consumption",,,,,,,,,,,,,,,,,,,,,,,,,,366.2518414,413.8677275,0.128945144,-0.284922589,1152.54812
-31.53459,115.6656,20-Jan-20,11-Dec-19,SWC_057,Yanch09_CBI4,PBWF,Hi,CS,1.975,2.583333333,1.0625,,,,373.42221,403.87567,0.08055,-0.32332,YanchepNP,2009,CBI,CBI4,,JBF,H,100,2.5,NA,NA,NA,1.5,2,45,3,3,3,2,2.75,15,3,3,3,3,3,5,3,0,2.5,3,,2.125,0,0,0,0,0,0,0,"High Severity, Full scorch on Banksia,Sig. consumption branches and sub(?) shrubs",,,,,,,,,,,,,,,,,,,,,,,,,,303.4960362,292.4135243,-0.037522367,-0.329935897,1509.566813
-31.383935,115.798676,18-Jan-20,19-Sep-19,SWC_052,Yeal2001_CBI1,PB,Hi,CS,2.522916667,2.597222222,2.3,,,,368.92468,403.19678,0.0919,-0.3113,YealNR,2001,CBI,CBI1,,"JBF, AJB",hi,100,2,NA,2.5,NA,2,2.166666667,5,2.5,3,3,3,2.875,50,2.5,2.5,3,3,2.75,5,3,1.5,2.5,2.5,2,2.3,,,,,,,,"Swamp, Adeneyns(?) Hypoxant, (?)Severe surface crowned?, some torching in scattered trees",,,,,,,,,,,,,,,,,,,,,,,,,,304.0634766,313.7346649,0.030994733,-0.282739922,1782.044555
-31.3769253,115.6487487,17-Jan-20,10-Oct-19,SWC_048,CoppinoRd_plot6,PB,Hi,CS,2.5375,2.583333333,2.4,,,,367.35196,451.76266,0.22878,-0.22298,CarabanEast,2008,veg,plot6,,"JBF, LLW",high sev,100,2.5,NA,3,NA,0.5,2,60,2.5,3,3,3,2.875,15,2.5,3,3,3,2.875,25,3,1,2.5,3,2.5,2.4,,,,,,,,"High sev, canopy lower height, some torching, 100% canopy mort",,,,,,,,,,,,,,,,,,,,,,,,,,300.2814789,344.6036682,0.146675915,-0.197927743,899.7886149
-31.37405072,115.7774077,18-Jan-20,19-Sep-19,SWC_052,Yeal79_plot1,PB,Hi,CS,2.46875,2.708333333,1.75,,,,362.77026,495.13339,0.36387,-0.13127,YealNR,1979,veg,plot1,,"JBF, AJB",hi,100,3,2,2,NA,2,2.25,25,3,3,3,3,3,20,2.5,3,3,3,2.875,40,2.25,1,2,2.5,1,1.75,,,,,,,,severe surface; Kunzea foliage partial; overystory good scorch; a little torching.,,,,,,,,,,,,,,,,,,,,,,,,,,257.6093832,313.9977474,0.217614762,-0.096382996,673.1042868
-31.127957,115.902251,19-Jan-20,17-Sep-19,SWC_046,RedGully2004_plot1,PB,Hi,CS,2.1875,2.416666667,1.5,,,,361.86734,447.76688,0.23638,-0.21139,RedGullyNR,2004,veg,plot1,,JBF,mod hi,100,2,NA,2,NA,0.5,1.5,50,2.5,3,3,3,2.875,15,2.5,3,3,3,2.875,20,2.25,0,2.25,2,1,1.5,,,,,,,,"Subshrub mostly leaves consumed, Tall shrub scorch only, trees scorched, some canopy remains, Mod- Sev High end-Euc tod,Nuyt., Banksia",,,,,,,,,,,,,,,,,,,,,,,,,,240.0339613,260.1047691,0.08255608,-0.17754869,905.2609438
-31.384155,115.797351,18-Jan-20,19-Sep-19,SWC_052,Yeal2001_plot2,PB,Hi,CS,2.278125,2.4375,1.8,,,,361.7684,467.58493,0.2915,-0.17609,YealNR,2001,veg,plot2,,"JBF, AJB",hi?,100,2.5,NA,2,NA,1.5,2,25,2.5,3,3,3,2.875,20,2.25,2.5,2.5,2.5,2.4375,15,2.25,0.5,2,2.25,2,1.8,0,,,,,,,severe surface; small trees hit hard; minor torching; pretty extensive scorch.,,,,,,,,,,,,,,,,,,,,,,,,,,209.5437751,243.2590535,0.159898994,-0.083360054,608.3396823
-31.397449,115.742434,24-Nov-20,18-Oct-20,SWC_052,YealNR1986veg4,PB,Hi,CS,2.491666667,2.555555556,2.3,2.4375,2.875,2,360.70804,429.80597,0.19056,-0.23924,YealNR,1986,veg,veg4,854,"bh, jbf",hi,100,2.5,,2.5,,0,1.666666667,50,3,3,,3,3,15,3,3,3,3,3,20,3,0.5,2.5,3,2.5,2.3,,,,,,,,,3,,2.5,,2.75,50,3,3,,3,25,3,2.5,1,2.166666667,6,50,3,0,,2.5,1.833333333,,,,,,,,
-31.59080863,115.9489483,27-Nov-20,16-Sep-20,SWC_038,BanksiaTrk1965cbi1,PB,Hi,CS,2.655208333,2.673611111,2.6,2.65625,2.8125,2.5,358.19473,367.38766,0.02466,-0.34272,BanksiaTrk,1965,cbi,cbi1,,bgh,hi,100,2.25,,2.5,,1.5,2.083333333,40,3,3,,3,3,70,3,3,2.75,3,2.9375,10,3,2,2.5,3,2.5,2.6,,,,,,,,2x2m dump of glass bottles present,2.5,3,2.5,2.5,2.625,50,3,3,,3,75,3,,3,3,6,25,3,0,,3,2,,,,,,,,
-31.37761119,115.6489121,17-Jan-20,10-Oct-19,SWC_048,CoppinoRd_plot7,PB,Hi,CS,2.539583333,2.652777778,2.2,,,,354.80042,439.04297,0.23644,-0.20261,CarabanEast,2008,veg,plot7,,"JBF, LLW",high sev,100,2.5,NA,3,NA,1.5,2.333333333,50,2.5,3,2.5,3,2.75,15,2.5,3,3,3,2.875,35,2.5,0.5,2.5,3,2.5,2.2,,,,,,,,"Pretty severe, a little torching, 100% canopy scorch",,,,,,,,,,,,,,,,,,,,,,,,,,245.612369,281.1130105,0.142012422,-0.139100592,745.9638453
-31.443096,115.609815,17-Jan-20,11-Dec-19,SWC_057,WilbingaRd_CaraWF1,WF,Hi,CS,2.555,2.625,2.45,,,,346.77713,440.65125,0.2697,-0.17095,CarabanWest,,CBI,CaraWF1,,"JBF, LLW",high sev,100,3,NA,2,1.5,2.5,2.25,25,2.5,3,3,3,2.875,10,2,3,3,3,2.75,5,3,2.5,2.5,3,2.5,2.7,50,2.5,1,2.5,2.5,2.5,2.2,"Big tuart grove; super high soil severity; 100% scorch canopy; a litte torching, open understory; between 2016 and 2017 PB",,,,,,,,,,,,,,,,,,,,,,,,,,344.4814342,435.9547841,0.263276702,-0.172678081,849.6405545
-31.398835,115.742231,24-Nov-20,18-Oct-20,SWC_052,YealNR1986veg1,PB,Hi,CS,2.354166667,2.472222222,2,2.333333333,2.833333333,1.833333333,343.76651,418.98093,0.21779,-0.20119,YealNR,1986,veg,veg1,850,"bh, jbf",hi,100,3,,2,,0,1.666666667,35,3,3,,3,3,10,2.5,3,2.5,3,2.75,30,3,0,2.5,3,1.5,2,,,,,,,,,2.5,3,,2.5,2.666666667,50,3,3,,3,25,3,2.5,1,2.166666667,6.5,50,3,0,,1.5,1.5,high severity all strata,,,,,,,
-31.16569741,115.6756107,25-Nov-20,24-Sep-20,SWC_010,MooreRiverNR2008veg2,PB,Mod,CS,2.03125,2.020833333,2.0625,1.6875,2.125,1.25,334.42596,389.22372,0.16286,-0.22637,MooreRiverNR,2008,veg,veg2,,"jbf, bgh",mod,99,2,,1,,0,1,40,2.5,2.75,,,2.625,3,2.25,2.5,2.5,2.5,2.4375,20,2.5,0.5,2.5,2.75,,2.0625,,,,,,,,high end of mod sev.,2,,1.5,,1.75,,2.5,,,2.5,,,2.5,0.5,1.5,5.5,,,,,1,1,,,,,,,,
-31.127816,115.902978,19-Jan-20,17-Sep-19,SWC_046,RedGully2004_plot2,PB,Hi,CS,2.079166667,2.305555556,1.4,,,,333.02859,383.31592,0.15,-0.23332,RedGullyNR,2004,veg,plot2,,JBF,M-H,95,2,NA,1,NA,0.5,1.166666667,50,2.5,3,3,3,2.875,25,2.5,3,3,3,2.875,15,2.25,0,2,2.25,0.5,1.4,,,,,,,,"Mod-Hi Sev, Canopy scorched 15% survival, (?) Scorch not consumed",,,,,,,,,,,,,,,,,,,,,,,,,,237.0485262,256.6474906,0.081438838,-0.175208656,899.334467
-31.397788,115.741837,24-Nov-20,18-Oct-20,SWC_052,YealNR1986veg3,PB,Hi,CS,2.371875,2.395833333,2.3,2.46875,2.75,2.1875,332.93564,408.77661,0.22679,-0.18198,YealNR,1986,veg,veg3,857,"bh, jbf",hi,100,2.5,,,,0,1.25,30,3,3,,3,3,10,2.75,3,3,3,2.9375,30,3,1,2.5,3,2,2.3,,,,,,,,,2.5,3,2.5,2,2.5,50,3,,,3,25,,2.75,1,1.875,6,50,,,,2.5,2.5,,,,,,,,
-31.24561474,116.0025466,26-Nov-20,13-Sep-20,SWC_058,CullallaRd2001veg2,PB,Hi,CS,2.109375,2.291666667,1.5625,2.041666667,2.458333333,1.625,331.97165,356.02579,0.07146,-0.28457,CullallaRd,2001,veg,veg2,,jbf,hi,99,2,,1.5,,0,1.166666667,40,2.5,3,,3,2.833333333,15,2.5,3,3,3,2.875,20,2,0.25,2,2,,1.5625,,,,,,,,40% canopy remains but mostly hi sev.,3,,2.25,2,2.416666667,,2.5,2.5,,2.5,,,2.5,1.5,2,5.5,,,,,1.25,1.25,,,,,,,,
-31.38254134,115.7730043,24-Nov-20,18-Oct-20,SWC_052,YealNR1993cbi1,PB,Mod,CS,1.385416667,1.347222222,1.5,1.427083333,2.1875,0.666666667,327.26144,424.30179,0.29552,-0.12878,YealNR,1993,cbi,cbi1,,"bgh, nje",mod,70,1.5,,1,,0.5,1,30,0.5,3,,3,2.166666667,15,0,1.5,1,1,0.875,30,2.5,2.5,1.5,0,1,1.5,,,,,,,,"euctod char 75%, 5m char hgt.",2.5,2.5,1,1.5,1.875,50,2.5,2.5,2.5,2.5,25,0,2.5,0.5,1,8,50,0,0,,1,0.333333333,,,,,,,,
-31.398199,115.742433,24-Nov-20,18-Oct-20,SWC_052,YealNR1986veg2,PB,Hi,CS,2.34375,2.458333333,2,2.375,2.916666667,1.833333333,326.29031,391.29706,0.19823,-0.19307,YealNR,1986,veg,veg2,869,"bh, jbf",hi,100,2.5,,2,,0,1.5,45,3,3,,3,3,5,2.5,3,3,3,2.875,25,2.25,1,2.5,2.75,1.5,2,,,,,,,,,3,3,2.5,,2.833333333,50,3,3,,3,25,3,2.5,1,2.166666667,,25,3,0,,1.5,1.5,,,,,,,,
-31.01945335,115.877316,26-Nov-20,30-Aug-20,SWC_046,MogumberRd1990cbi1,PB,Mod,CS,2.09375,2.041666667,2.25,2.09375,2.395833333,1.791666667,322.48135,362.92612,0.12442,-0.23851,MogumberRd,1990,cbi,cbi1,,bgh,mod-hi,100,0.5,,1,,0,0.5,60,3,3,,3,3,40,3,3,2.5,2,2.625,15,2.25,1.5,2.5,2.5,2.5,2.25,,,,,,,,,3,3,0.5,2,2.125,75,3,3,2,2.666666667,50,3,2.5,1.5,2.333333333,5,25,1.5,0,1,2.5,1.25,eucatodt grove in red on map. corycalo in dark orange along w dense grass trees. Light orange represents lower fuels.,,,,,,,
-31.59146053,115.9481724,27-Nov-20,16-Sep-20,SWC_038,BanksiaTrk1965veg1,PB,Mod,CS,1.9,1.916666667,1.85,1.96875,2.6875,1.25,322.21353,316.35809,-0.01917,-0.33553,BanksiaTrk,1965,cbi,veg1,,bgh,mod,100,0.5,,1,,0,0.5,40,3,3,,3,3,25,2.5,3,1.5,2,2.25,25,2.25,1,2.5,2.5,1,1.85,,,,,,,,,3,3,1.5,2,2.375,25,3,3,,3,25,2,,1,1.5,5,50,2,0,,1,1,,,,,,,,
