ID,Burn_ID,Site,Lat,Long,drop_outli,OzCBI_full,Severity_class,Phys_veg_type
303,ESP016,NHL5,-32.01284,121.63375,No,1.31,M,4
258,ESP014,DWL3,-32.49256,121.91893,No,1.31,M,4
311,ESP016,NHM3,-31.88137,121.62844,No,1.32,M,4
305,ESP016,NHM1,-31.88107,121.63874,No,1.36,M,4
249,ESP014,DHM1,-32.4892,121.92034,No,1.37,M,4
257,ESP014,DWL2,-32.48864,121.92531,No,1.38,M,4
341,ESP016,NWM2,-31.89583,121.60304,No,1.38,M,4
301,ESP016,NHL3,-31.84145,121.5548,No,1.46,M,4
310,ESP016,NHM2,-31.87885,121.62739,No,1.46,M,4
259,ESP014,DWL4,-32.49444,121.91385,No,1.46,M,4
316,ESP016,NHM8,-31.84108,121.55438,No,1.54,M,4
261,ESP014,DWL6,-32.44291,122.0368,No,1.58,M,4
314,ESP016,NHM6,-31.83373,121.53692,No,1.6,M,4
269,ESP014,DWM6,-32.45616,121.94748,No,1.62,M,4
268,ESP014,DWM5,-32.46244,121.93935,No,1.73,M,4
315,ESP016,NHM7,-31.8333,121.53643,No,1.8,M,4
317,ESP016,NHM9,-31.84777,121.56391,No,1.8,M,4
342,ESP016,NWM3,-31.82724,121.5283,No,1.87,M,4
333,ESP016,NMM1,-31.87941,121.62148,No,1.92,M,4
338,ESP016,NW1,-31.88075,121.63844,No,2.13,VH,4
266,ESP014,DWM3,-32.48767,121.92475,No,2.18,VH,4
296,ESP016,NHH4,-31.83735,121.54546,No,2.31,VH,4
343,ESP016,NWM4,-31.84759,121.56434,No,2.33,VH,4
247,ESP014,DHH1,-32.4893,121.9207,No,2.43,VH,4
267,ESP014,DWM4,-32.49498,121.91879,No,2.48,VH,4
337,ESP016,NMM6,-32.1797,121.48677,No,2.57,VH,4
292,ESP016,NHH1,-31.88034,121.63882,No,2.57,VH,4
297,ESP016,NHH5,-32.01396,121.63394,No,2.6,VH,4
248,ESP014,DHH2,-32.48624,121.92647,No,2.6,VH,4
339,ESP016,NWH1,-31.89121,121.60309,No,2.66,VH,4
340,ESP016,NWH3,-32.01893,121.59659,No,2.72,VH,4
294,ESP016,NHH2,-31.87991,121.62861,No,2.76,VH,4
253,ESP014,DWH3,-32.44275,122.06586,No,2.88,VH,4
295,ESP016,NHH3,-31.88193,121.62668,Yes,2.93,VH,4
35,ALB040,LFWU8,-34.89732,118.22329,Yes,0,U,7
22,ALB040,LFWL6,-34.88983,118.22386,Yes,0.79,L,7
20,ALB040,LFWL4,-34.87811,118.22579,Yes,0.81,L,7
3,ALB040,LFL1,-34.871702,118.245639,Yes,0.91,L,7
6,ALB040,LFM2,-34.8722,118.243783,Yes,0.95,L,7
21,ALB040,LFWL5,-34.88297,118.22545,Yes,0.95,L,7
19,ALB040,LFWL3,-34.87679,118.23225,Yes,0.98,L,7
7,ALB040,LFWH10,-34.878487,118.238691,Yes,1.02,L,7
4,ALB040,LFL2,-34.872047,118.244198,Yes,1.07,L,7
29,ALB040,LFWM4,-34.87787,118.22731,Yes,1.07,L,7
23,ALB040,LFWL7,-34.89318,118.22521,Yes,1.15,L,7
34,ALB040,LFWM9,-34.884117,118.236592,Yes,1.17,L,7
17,ALB040,LFWL10,-34.879378,118.237766,Yes,1.21,L,7
24,ALB040,LFWL8,-34.89751,118.22269,Yes,1.24,L,7
5,ALB040,LFM1,-34.871621,118.24537,Yes,1.24,L,7
26,ALB040,LFWM10,-34.878791,118.238377,Yes,1.24,L,7
10,ALB040,LFWH4,-34.87896,118.22741,Yes,1.25,L,7
12,ALB040,LFWH6,-34.88823,118.22464,Yes,1.27,L,7
31,ALB040,LFWM6,-34.88894,118.22474,Yes,1.29,L,7
30,ALB040,LFWM5,-34.88227,118.22473,Yes,1.29,L,7
32,ALB040,LFWM7,-34.89246,118.22418,Yes,1.31,L,7
1,ALB040,LFH1,-34.871168,118.245118,Yes,1.37,L,7
37,ALB040,MTSL1,-34.88871,118.23304,Yes,1.39,L,7
2,ALB040,LFH2,-34.871739,118.244054,Yes,1.41,L,7
15,ALB040,LFWH9,-34.884758,118.236096,Yes,1.41,L,7
9,ALB040,LFWH3,-34.87647,118.23218,Yes,1.45,M,7
11,ALB040,LFWH5,-34.88282,118.2249,Yes,1.49,M,7
38,ALB040,MTSM1,-34.88965,118.23289,Yes,1.5,M,7
28,ALB040,LFWM3,-34.87676,118.23196,Yes,1.5,M,7
13,ALB040,LFWH7,-34.89259,118.2247,Yes,1.61,M,7
36,ALB040,MTSH1,-34.89001,118.23225,Yes,1.68,M,7
33,ALB040,LFWM8,-34.89721,118.22081,Yes,1.7,M,7
14,ALB040,LFWH8,-34.89782,118.222,Yes,1.73,M,7
460,SWC057,YaBL4,-31.382355,115.590699,No,1.06,M,9
499,SWC057,YaHM16,-31.37278,115.592,No,1.19,M,9
492,SWC057,YaHL14b,-31.372324,115.58257,No,1.34,M,9
452,SWC057,YaBL10,-31.47475,115.63175,No,1.35,M,9
456,SWC057,YaBL2c,-31.35348,115.580038,No,1.64,M,9
453,SWC057,YaBL11,-31.48348,115.63909,No,1.67,M,9
475,SWC057,YaBM7,-31.47951,115.62278,No,1.76,M,9
394,FRK050,LKM1b,-34.685972,116.80182,No,1.93,M,9
505,SWC057,YaNJL2,-31.4734,115.63778,No,1.94,M,9
457,SWC057,YaBL2b,-31.35477,115.60057,No,2.02,M,9
491,SWC057,YaHL14a,-31.37314,115.58288,No,2.13,H,9
473,SWC057,YaBM3,-31.38281,115.59359,No,2.19,H,9
472,SWC057,YaBM2c,-31.35537,115.578,No,2.34,H,9
467,SWC057,YaBM11,-31.482094,115.630294,No,2.42,H,9
504,SWC057,YaNJH2,-31.47312,115.63515,No,2.43,H,9
371,FRK050,LKH1,-34.688314,116.801211,No,2.44,H,9
446,SWC057,YaBH2c,-31.35545,115.57935,No,2.47,H,9
506,SWC057,YaNJM2,-31.473208,115.636293,No,2.5,H,9
470,SWC057,YaBM2b,-31.355954,115.59898,No,2.5,H,9
483,SWC057,YaHH14,-31.37302,115.58367,No,2.51,H,9
498,SWC057,YaHM14,-31.3728,115.587484,No,2.53,H,9
442,SWC057,YaBH10,-31.47473,115.63622,No,2.55,VH,9
509,SWC057,YaTH5,-31.553154,115.686419,No,2.55,VH,9
445,SWC057,YaBH2b,-31.35569,115.60224,No,2.65,VH,9
447,SWC057,YaBH4,-31.381665,115.590922,No,2.65,VH,9
481,SWC057,YaHH11,-31.48236,115.63594,No,2.67,VH,9
487,SWC057,YaHH7b,-31.47848,115.62263,No,2.84,VH,9
484,SWC057,YaHH1b,-31.373999,115.592412,No,2.85,VH,9
325,ESP016,NHU8,-32.24187,121.31201,No,0.36,U,14
336,ESP016,NMM5,-32.23131,121.3168,Yes,1.81,M,14
328,ESP016,NMH5,-32.23304,121.314,No,2.89,M,14
293,ESP016,NHH10,-32.24231,121.31223,No,2.89,M,14
27,ALB040,LFWM2,-34.87145,118.249361,Yes,0.92,M,17
16,ALB040,LFWL1,-34.873776,118.248125,Yes,1.04,M,17
18,ALB040,LFWL2,-34.871661,118.249131,Yes,1.14,M,17
8,ALB040,LFWH2,-34.871035,118.248795,Yes,1.16,M,17
25,ALB040,LFWM1,-34.872444,118.249067,Yes,1.24,M,17
324,ESP016,NHU7,-32.35866,121.34932,Yes,0.07,M,18
332,ESP016,NML6,-32.27651,121.32277,No,0.8,M,18
331,ESP016,NML5,-32.28326,121.32341,No,0.91,M,18
330,ESP016,NML4,-32.29044,121.32924,No,1.05,M,18
329,ESP016,NML3,-32.3612,121.34492,No,1.26,M,18
334,ESP016,NMM3,-32.34037,121.34371,No,1.41,M,18
307,ESP016,NHM12,-32.3598,121.34731,No,1.91,M,18
309,ESP016,NHM14,-32.25811,121.32858,No,1.97,VH,18
335,ESP016,NMM4,-32.31466,121.34196,No,2.1,VH,18
308,ESP016,NHM13,-32.2906,121.32753,No,2.15,VH,18
326,ESP016,NMH3,-32.34065,121.34437,No,2.49,VH,18
298,ESP016,NHH7,-32.31891,121.3487,Yes,2.83,VH,18
299,ESP016,NHH8,-32.3152,121.34163,No,2.95,VH,18
327,ESP016,NMH4,-32.31452,121.34149,No,3,VH,18
287,ESP015,DMU4,-32.54061,122.2734,No,0.02,U,102
286,ESP015,DMU3,-32.50366,122.27725,No,0.3,U,102
285,ESP015,DMU2,-32.496,122.26853,No,0.38,U,102
278,ESP015,DML4,-32.5832,122.33205,No,1.01,M,102
290,ESP015,DWM1,-32.56223,122.29554,No,1.06,M,102
274,ESP015,DML1,-32.49198,122.27442,No,1.08,M,102
263,ESP014,DWL8,-32.56294,122.08229,No,1.18,M,102
276,ESP015,DML2a,-32.52026,122.25713,No,1.19,M,102
264,ESP014,DWL9,-32.60638,122.04765,No,1.2,M,102
277,ESP015,DML3,-32.57369,122.31328,No,1.32,M,102
289,ESP015,DWL1,-32.49893,122.27742,No,1.37,M,102
262,ESP014,DWL7,-32.44954,122.07066,No,1.38,M,102
256,ESP014,DWL10,-32.6071,122.00277,No,1.56,M,102
275,ESP015,DML2,-32.496,122.26901,No,1.63,M,102
265,ESP014,DWM10,-32.60581,122.01555,No,1.83,M,102
270,ESP014,DWM9,-32.60638,122.04727,No,1.92,M,102
283,ESP015,DMM6,-32.52124,122.25782,No,1.96,VH,102
281,ESP015,DMM3,-32.50399,122.27819,No,2.1,VH,102
282,ESP015,DMM5,-32.5032,122.27905,No,2.21,VH,102
280,ESP015,DMM2,-32.49897,122.29811,No,2.29,VH,102
279,ESP015,DMM1,-32.49132,122.27361,No,2.34,VH,102
252,ESP014,DM1,-32.75563,121.9548,No,2.43,VH,102
284,ESP015,DMM9,-32.56529,122.29676,No,2.51,VH,102
291,ESP015,DWM2,-32.58407,122.34173,No,2.55,VH,102
288,ESP015,DWH1,-32.56275,122.29469,No,2.57,VH,102
273,ESP015,DMH4,-32.56557,122.29543,No,2.78,VH,102
272,ESP015,DMH1,-32.52844,122.25209,No,2.86,VH,102
254,ESP014,DWH4,-32.56364,122.08338,No,2.97,VH,102
255,ESP014,DWH6,-32.60703,122.04724,No,3,VH,102
478,SWC057,YaBU15,-31.498696,115.657844,Yes,0,U,107
503,SWC057,YaHU3,-31.52465,115.64801,Yes,0,U,107
517,SWC057,YaTU1,-31.44366,115.60882,Yes,0,U,107
510,SWC057,YaTL1,-31.44219,115.60743,Yes,1.02,M,107
493,SWC057,YaHL10,-31.44631,115.586437,Yes,1.18,M,107
451,SWC057,YaBL1,-31.541001,115.665811,No,1.21,M,107
495,SWC057,YaHL9,-31.455352,115.582937,Yes,1.24,M,107
494,SWC057,YaHL3,-31.52516,115.64785,No,1.25,M,107
455,SWC057,YaBL15,-31.499248,115.659367,No,1.3,M,107
464,SWC057,YaBL9,-31.44227,115.60117,No,1.44,M,107
513,SWC057,YaTL5,-31.55403,115.684325,No,1.5,M,107
490,SWC057,YaHL13,-31.39955,115.55325,No,1.52,M,107
454,SWC057,YaBL12,-31.39955,115.55325,No,1.65,M,107
462,SWC057,YaBL7,-31.47919,115.621425,No,1.84,M,107
512,SWC057,YaTL13,-31.545483,115.675568,No,1.98,VH,107
480,SWC057,YaHH10,-31.4406,115.58593,No,1.99,VH,107
471,SWC057,YaBM2a,-31.522489,115.658529,No,2.01,VH,107
502,SWC057,YaHM9,-31.45459,115.58291,No,2.23,VH,107
458,SWC057,YaBL2a,-31.52343,115.6595,No,2.27,VH,107
468,SWC057,YaBM13,-31.501322,115.659177,No,2.28,VH,107
501,SWC057,YaHM8,-31.46498,115.58132,No,2.31,VH,107
515,SWC057,YaTM13,-31.546187,115.675397,No,2.33,VH,107
516,SWC057,YaTM5,-31.552183,115.684934,No,2.35,VH,107
496,SWC057,YaHM1,-31.56256,115.68026,No,2.36,VH,107
500,SWC057,YaHM3,-31.522546,115.645679,No,2.38,VH,107
508,SWC057,YaTH13,-31.547158,115.675663,No,2.41,VH,107
444,SWC057,YaBH2a,-31.526068,115.658624,No,2.43,VH,107
507,SWC057,YaTH1,-31.440602,115.609926,No,2.45,VH,107
465,SWC057,YaBM1,-31.56448,115.685544,No,2.52,VH,107
514,SWC057,YaTM1,-31.442181,115.609622,No,2.52,VH,107
488,SWC057,YaHH8,-31.46741,115.58193,No,2.53,VH,107
489,SWC057,YaHH9,-31.45702,115.58252,No,2.53,VH,107
486,SWC057,YaHH3,-31.523974,115.646003,No,2.6,VH,107
450,SWC057,YaBH9,-31.44104,115.6016,No,2.61,VH,107
443,SWC057,YaBH15,-31.500961,115.660947,No,2.63,VH,107
463,SWC057,YaBL8,-31.42759,115.58078,No,2.68,VH,107
497,SWC057,YaHM12,-31.4004,115.554887,No,2.69,VH,107
476,SWC057,YaBM8,-31.428033,115.582794,No,2.7,VH,107
441,SWC057,YaBH1,-31.562386,115.685429,No,2.72,VH,107
479,SWC057,YaHH1,-31.561853,115.671033,No,2.75,VH,107
482,SWC057,YaHH12,-31.399696,115.556279,No,2.84,VH,107
485,SWC057,YaHH27,-31.465861,115.580171,Yes,2.9,VH,107
735,DON006,GiKL6,-34.40283,115.87057,No,1.4,L,1
752,DON006,GiKU8,-34.41267,115.87882,No,1.5,M,1
747,DON006,GiKU1,-34.39979,115.89478,No,1.5,M,1
748,DON006,GiKU10,-34.42371,115.89878,No,1.5,M,1
732,DON006,GiKL2?,-34.39615,115.89257,No,1.5,M,1
749,DON006,GiKU2,-34.39748,115.89367,No,1.6,M,1
751,DON006,GiKU5,-34.39999,115.86980,No,1.6,M,1
733,DON006,GiKL4,-34.39556,115.87324,No,1.6,M,1
734,DON006,GiKL5,-34.40062,115.87094,No,1.6,M,1
750,DON006,GiKU4,-34.39500,115.87285,No,1.7,M,1
745,DON006,GiKM8,-34.41222,115.87979,No,1.8,M,1
739,DON006,GiKM10,-34.42314,115.89818,No,1.8,M,1
742,DON006,GiKM4,-34.39589,115.87316,No,1.9,M,1
731,DON006,GiKL10,-34.42323,115.89759,No,1.9,M,1
743,DON006,GiKM5,-34.40003,115.87105,No,1.9,M,1
736,DON006,GiKL8,-34.41228,115.87853,No,2.1,H,1
728,DON006,GiKH6,-34.40135,115.87162,No,2.1,H,1
726,DON006,GiKH2,-34.39653,115.89125,No,2.2,H,1
729,DON006,GiKH8,-34.41206,115.87975,No,2.3,H,1
744,DON006,GiKM6,-34.40128,115.87137,No,2.3,H,1
727,DON006,GiKH5,-34.39965,115.87090,No,2.4,H,1
741,DON006,GiKM2,-34.39679,115.89184,No,2.4,H,1
824,PHD099,C3st3,-32.31232,116.14101,Yes,0.0,U,2
879,PHS156,WB1,-32.20725,116.09598,Yes,0.0,U,2
881,PHS156,WB2,-32.20714,116.09582,Yes,0.0,U,2
883,PHS156,WB3,-32.20701,116.09570,Yes,0.0,U,2
885,PHS156,WB4,-32.20693,116.09548,Yes,0.0,U,2
887,PHS156,WB5,-32.20689,116.09530,Yes,0.0,U,2
781,DON099,TBSJU10,-34.41884,116.43959,No,0.1,U,2
780,DON099,TBSJU1,-34.42007,116.44490,No,0.2,U,2
762,DON099,TbSJHU9,-34.46018,116.44962,No,0.2,U,2
785,DON099,TBSJU6,-34.46892,116.46568,No,0.4,U,2
908,PHS167,GWU3,-32.88736,116.35970,No,0.5,L,2
916,PHS183,JL04,-32.53020,116.08805,No,0.5,L,2
920,PHS183,JU03,-32.52967,116.09207,No,0.5,L,2
782,DON099,TBSJU2,-34.44262,116.45604,No,0.6,L,2
793,DON107,MSJU1,-34.07719,116.22713,No,0.8,L,2
784,DON099,TBSJU5,-34.46237,116.49601,No,0.8,L,2
719,BWD135,MJL2,-34.24504,115.72053,No,0.8,L,2
907,PHS167,GWU2,-32.87563,116.34872,No,1.0,L,2
787,DON099,TVSJ06,-34.46903,116.46474,No,1.2,L,2
823,PHD099,C3st2,-32.31218,116.14083,Yes,1.2,L,2
819,PHD099,C37,-32.312912,116.140355,Yes,1.2,L,2
905,PHS167,GWL3,-32.88578,116.35934,No,1.2,L,2
718,BWD135,MJL1,-34.22050,115.75240,No,1.2,L,2
770,DON099,TBSJL9,-34.46078,116.44879,No,1.3,L,2
902,PHS167,GHU1,-32.87534,116.32095,No,1.3,L,2
783,DON099,TBSJU4,-34.44579,116.48750,No,1.3,L,2
786,DON099,TBSJU8,-34.44570,116.47031,No,1.4,L,2
766,DON099,TBSJL2b,-34.42793,116.46401,No,1.4,L,2
791,DON107,MSJL1,-34.07745,116.22689,No,1.4,L,2
721,BWD135,MJM1,-34.22149,115.75343,No,1.5,M,2
906,PHS167,GWM3,-32.88817,116.35952,No,1.5,M,2
921,PHS183,JU04,-32.53703,116.05337,No,1.6,M,2
730,DON006,GiKL1,-34.40152,115.89583,No,1.6,M,2
714,BWD135,MJH5,-34.18254,115.66244,No,1.6,M,2
904,PHS167,GWL2,-32.87358,116.35076,No,1.7,M,2
722,BWD135,MJM2,-34.24468,115.72271,No,1.7,M,2
753,DON006,GiKU9,-34.41665,115.88512,No,1.7,M,2
740,DON006,GiKM1a,-34.40365,115.89476,No,1.7,M,2
779,DON099,TBSJM9,-34.45715,116.45024,No,1.7,M,2
737,DON006,GiKL9,-34.41644,115.88551,No,1.7,M,2
917,PHS183,JM03,-32.51494,116.07804,No,1.7,M,2
769,DON099,TBSJL8,-34.44465,116.46942,No,1.7,M,2
746,DON006,GiKM9,-34.41585,115.88606,No,1.8,M,2
764,DON099,TBSJL10,-34.42270,116.45038,No,1.8,M,2
771,DON099,TBSJM1,-34.42178,116.44392,No,1.8,M,2
765,DON099,TBSJL2,-34.44308,116.45558,No,1.8,M,2
901,PHS167,GHLM1,-32.87474,116.32092,No,1.8,M,2
767,DON099,TBSJL4,-34.44615,116.48989,No,1.8,M,2
775,DON099,TBSJM4,-34.44661,116.48909,No,1.8,M,2
738,DON006,GiKM1,-34.40340,115.89239,No,1.8,M,2
895,PHS156,WE1OP,-32.19884,116.10047,Yes,1.8,M,2
789,DON107,MJL3,-34.07338,116.22313,No,1.9,M,2
849,PHS137,GE2,-32.25581,116.07982,Yes,1.9,M,2
846,PHS137,GB19,-32.26554,116.07951,Yes,1.9,M,2
919,PHS183,JU01,-32.51426,116.07611,No,1.9,M,2
845,PHS137,GB18,-32.26609,116.07921,Yes,1.9,M,2
774,DON099,TBSJM2b,-34.43084,116.46270,No,2.0,M,2
878,PHS155,GWM2,-32.87426,116.35085,No,2.0,M,2
772,DON099,TBSJM10,-34.42243,116.45133,No,2.0,M,2
873,PHS141,M61OP,-32.659014,116.006428,Yes,2.0,M,2
826,PHS136,ChuB1,-32.18673,116.11571,Yes,2.0,M,2
763,DON099,TBSJL1,-34.42136,116.44539,No,2.0,M,2
886,PHS156,WB4OP,-32.20596,116.09583,Yes,2.0,M,2
912,PHS183,JH05,-32.52603,116.09048,No,2.0,M,2
910,PHS183,HLM02,-32.51299,116.07390,No,2.0,M,2
911,PHS183,JH04,-32.51520,116.07860,No,2.0,M,2
914,PHS183,JL02,-32.51429,116.07701,No,2.0,M,2
768,DON099,TBSJL5,-34.46254,116.49518,No,2.0,M,2
884,PHS156,WB3OP,-32.20593,116.09654,Yes,2.0,M,2
836,PHS136,ChuB7,-32.18507,116.11317,Yes,2.1,H,2
710,BWD135,MJH1,-34.22187,115.75269,No,2.1,H,2
913,PHS183,JL01,-32.53713,116.05228,No,2.1,H,2
778,DON099,TBSJM8,-34.44649,116.46937,No,2.1,H,2
896,PHS156,WE2OP,-32.1988,116.09991,Yes,2.1,H,2
897,PHS156,WE3OP,-32.19874,116.09935,Yes,2.1,H,2
890,PHS156,WB6OP,-32.2057,116.09476,Yes,2.1,H,2
922,PHS183,JU05,-32.51733,116.06224,No,2.1,H,2
899,PHS156,WE5OP,-32.19835,116.09812,Yes,2.1,H,2
792,DON107,MSJM1,-34.07730,116.22814,No,2.1,H,2
725,DON006,GiKH1,-34.40399,115.89149,No,2.1,H,2
875,PHS141,M63OP,-32.659784,116.007142,Yes,2.2,H,2
756,DON099,TBSJH2,-34.44132,116.45686,No,2.2,H,2
703,BWD135,MJCS2,-34.24314,115.72333,No,2.2,H,2
850,PHS137,GE3,-32.25669,116.07999,Yes,2.2,H,2
851,PHS137,GE4,-32.25765,116.08021,Yes,2.2,H,2
852,PHS137,GE5,-32.25838,116.08022,Yes,2.2,H,2
869,PHS141,M58,-32.646235,116.012941,Yes,2.2,H,2
773,DON099,TBSJM2,-34.44382,116.45543,No,2.2,H,2
909,PHS183,HH04,-32.51224,116.07499,No,2.2,H,2
830,PHS136,ChuB3,-32.18619,116.11472,Yes,2.2,H,2
877,PHS141,M65OP,-32.660627,116.007584,Yes,2.2,H,2
853,PHS141,M51,-32.64526,116.00804,Yes,2.2,H,2
857,PHS141,M52,-32.645586,116.00805,Yes,2.2,H,2
892,PHS156,WB7OP,-32.20589,116.09408,Yes,2.2,H,2
777,DON099,TBSJM6,-34.46752,116.46459,No,2.2,H,2
898,PHS156,WE4OP,-32.19854,116.09869,Yes,2.2,H,2
871,PHS141,M59,-32.64662,116.013388,Yes,2.2,H,2
831,PHS136,ChuB3OP,-32.18533,116.115,Yes,2.2,H,2
882,PHS156,WB2OP,-32.20602,116.09691,Yes,2.2,H,2
757,DON099,TBSJH4,-34.44623,116.49066,No,2.2,H,2
832,PHS136,ChuB5,-32.18561,116.11377,Yes,2.3,H,2
880,PHS156,WB1OP,-32.2061,116.09715,Yes,2.3,H,2
876,PHS141,M64OP,-32.660167,116.007318,Yes,2.3,H,2
712,BWD135,MJH2,-34.24420,115.72352,No,2.3,H,2
758,DON099,TBSJH5,-34.46305,116.49302,No,2.3,H,2
918,PHS183,JM04,-32.53751,116.05107,No,2.3,H,2
788,DON107,MJH3,-34.07396,116.22305,No,2.3,H,2
841,PHS137,GB14,-32.26327,116.07994,Yes,2.3,H,2
842,PHS137,GB15,-32.26374,116.07993,Yes,2.3,H,2
903,PHS167,GWH3,-32.88664,116.35861,No,2.3,H,2
761,DON099,TBSJH9,-34.45825,116.45028,No,2.3,H,2
915,PHS183,JL03,-32.51802,116.06345,No,2.3,H,2
900,PHS167,GHH1,-32.87426,116.32111,No,2.3,H,2
843,PHS137,GB16,-32.26658,116.07999,Yes,2.3,H,2
717,BWD135,MJH9,-34.26555,115.67127,No,2.3,H,2
848,PHS137,GE1,-32.25502,116.07998,Yes,2.3,H,2
862,PHS141,M54OP,-32.645222,116.008374,Yes,2.3,H,2
790,DON107,MSJH1,-34.07745,116.22929,No,2.3,H,2
829,PHS136,ChuB2OP,-32.18549,116.11555,Yes,2.3,H,2
844,PHS137,GB17,-32.26644,116.07926,Yes,2.3,H,2
847,PHS137,GB20,-32.26501,116.07953,Yes,2.3,H,2
893,PHS156,WB8,-32.20663,116.09388,Yes,2.4,H,2
754,DON099,TBSHH1,-34.42236,116.44362,No,2.4,H,2
828,PHS136,ChuB2,-32.18649,116.11533,Yes,2.4,H,2
822,PHD099,C3ext3,-32.31221,116.14045,Yes,2.4,H,2
860,PHS141,M53OP,-32.644952,116.00825,Yes,2.4,H,2
888,PHS156,WB5OP,-32.20575,116.09544,Yes,2.4,H,2
838,PHS137,GB11,-32.26182,116.07984,Yes,2.4,H,2
872,PHS141,M59OP,-32.64475,116.011075,Yes,2.4,H,2
856,PHS141,M51OP,-32.644658,116.007909,Yes,2.4,H,2
854,PHS141,M510,-32.646851,116.013656,Yes,2.4,H,2
839,PHS137,GB12,-32.26213,116.07978,Yes,2.4,H,2
834,PHS136,ChuB6,-32.18546,116.11359,Yes,2.4,H,2
858,PHS141,M52OP,-32.644832,116.008079,Yes,2.4,H,2
833,PHS136,ChuB5OP,-32.18513,116.11436,Yes,2.4,H,2
835,PHS136,ChuB6OP,-32.18462,116.11387,Yes,2.4,H,2
837,PHS136,ChuB7OP,-32.18417,116.11326,Yes,2.4,H,2
840,PHS137,GB13,-32.26253,116.07984,Yes,2.4,H,2
867,PHS141,M57,-32.646003,116.012628,Yes,2.4,H,2
894,PHS156,WB8OP,-32.20571,116.09362,Yes,2.4,H,2
825,PHD099,C3st4,-32.31117,116.14117,Yes,2.4,H,2
889,PHS156,WB6,-32.20683,116.09435,Yes,2.4,H,2
776,DON099,TBSJM5,-34.46330,116.49445,No,2.5,H,2
864,PHS141,M55OP,-32.644832,116.009568,Yes,2.5,H,2
891,PHS156,WB7,-32.20671,116.09396,Yes,2.5,H,2
702,BWD135,MJCS1,-34.22252,115.75126,No,2.5,H,2
868,PHS141,M57OP,-32.644953,116.010247,Yes,2.5,H,2
870,PHS141,M58OP,-32.644892,116.0108,Yes,2.5,H,2
709,BWD135,MJCS9,-34.26585,115.66995,No,2.5,H,2
855,PHS141,M510OP,-32.6447,116.01117,Yes,2.5,H,2
755,DON099,TBSJH10,-34.42362,116.45152,No,2.5,H,2
701,BWD135,MJCB10,-34.23950,115.68267,No,2.5,H,2
859,PHS141,M53,-32.645437,116.00963,Yes,2.5,H,2
861,PHS141,M54,-32.645387,116.010178,Yes,2.5,H,2
866,PHS141,M56OP,-32.644798,116.009932,Yes,2.5,H,2
821,PHD099,C39,-32.30959,116.13984,Yes,2.6,VH,2
706,BWD135,MJCS5,-34.18313,115.66438,No,2.6,VH,2
820,PHD099,C38,-32.311317,116.1403,Yes,2.6,VH,2
827,PHS136,ChuB1OP,-32.18573,116.11599,Yes,2.6,VH,2
863,PHS141,M55,-32.645509,116.010883,Yes,2.6,VH,2
760,DON099,TBSJH8,-34.44353,116.46978,No,2.7,VH,2
759,DON099,TBSJH6,-34.46822,116.46401,No,2.7,VH,2
865,PHS141,M56,-32.645421,116.01146,Yes,2.7,VH,2
874,PHS141,M62OP,-32.659475,116.006829,Yes,2.8,VH,2
720,BWD135,MJL7,-34.23536,115.63048,No,1.3,L,3
724,BWD135,MJM7,-34.23771,115.63179,No,1.3,L,3
715,BWD135,MJH7,-34.23938,115.63042,No,1.8,M,3
707,BWD135,MJCS7,-34.23952,115.63174,No,1.9,M,3
704,BWD135,MJCS3,-34.22793,115.69521,No,2.2,H,3
716,BWD135,MJH8,-34.18162,115.59346,No,2.3,H,3
713,BWD135,MJH3,-34.22848,115.69578,No,2.3,H,3
711,BWD135,MJH10,-34.24137,115.68259,No,2.3,H,3
723,BWD135,MJM4,-34.21345,115.66902,No,2.5,H,3
705,BWD135,MJCS4,-34.21585,115.66746,No,2.6,VH,3
708,BWD135,MJCS8,-34.17992,115.59299,No,2.7,VH,3
942,SWC058,CBWcbi4,-31.24525,115.99986,No,0.5,L,9
941,SWC058,CBWcbi3,-31.24550,116.00006,No,1.0,L,9
939,SWC058,CBWcbi1,-31.24569,116.00132,No,1.3,L,9
927,SWC051,KBWcbi11,-31.16505,115.51767,No,1.6,M,9
930,SWC051,KBWcbi4,-31.18516,115.51513,No,1.7,M,9
926,SWC051,KBWcbi10,-31.16571,115.51789,No,1.8,M,9
935,SWC051,KBWcbi9,-31.16627,115.51716,No,1.8,M,9
940,SWC058,CBWcbi2,-31.24538,116.00088,No,2.1,H,9
928,SWC051,KBWcbi2,-31.18458,115.51661,No,2.2,H,9
934,SWC051,KBWcbi8,-31.16710,115.51716,No,2.2,H,9
925,SWC051,KBWcbi1,-31.18457,115.51753,No,2.3,H,9
931,SWC051,KBWcbi5,-31.18540,115.51592,No,2.4,H,9
933,SWC051,KBWcbi7,-31.18584,115.51675,No,2.5,H,9
932,SWC051,KBWcbi6,-31.18578,115.51634,No,2.5,H,9
929,SWC051,KBWcbi3,-31.18482,115.51575,No,2.6,VH,9
943,SWC058,CBWcbi5,-31.24602,116.00692,No,2.8,VH,9
802,FRK035,QHU1,-35.00048,117.11989,No,0.1,U,33
798,FRK035,QHLM1,-34.99664,117.11502,No,0.7,L,33
801,FRK035,QHM3,-34.99772,117.11269,No,1.6,M,33
799,FRK035,QHLM2,-34.99954,117.11969,No,1.7,M,33
800,FRK035,QHLM4,-34.99787,117.10719,No,1.7,M,33
