"","id","Veg.Type","BURNID","OzCBI","dNBRmax","dNIRmax","di35max","dNDVImax","dNDWImax","RBRmax","Severity_class","predict","dif"
"74","SWC051-KooianaRd2008cbi6","Perth","SWC051",2.458333333,0.460077785403798,22,-22,0.25986642380085,0.226923545909036,0.379049834592152,"VH","VH",0
"75","SWC051-KooianaRd2008cbi9","Perth","SWC051",1.833333333,0.232586736934563,12,-13,0.156211051100956,0.118308192842354,0.198331483962151,"H","H",0
"76","SWC051-KooianaRd2008cbi11","Perth","SWC051",1.4375,0.193982747738271,10,-12,0.122525414660246,0.098868374032162,0.16374364139219,"H","M",-1
"77","SWC051-ub150","Perth","SWC051",0,-0.0349206349206349,-1,2,-0.0263157894736842,-0.0260610975939443,-0.0305288428180897,"U","U",0
"78","SWC051-ub151","Perth","SWC051",0,-0.0217391304347826,-1,2,-0.025974025974026,-0.026001705029838,-0.0188515627945557,"U","U",0
"79","SWC051-ub152","Perth","SWC051",0,-0.0357053682896379,-1,1,-0.00786056049213946,-0.0207849640685462,-0.0302901606755341,"U","U",0
"80","SWC051-ub153","Perth","SWC051",0,-0.0141673349371826,0,1.5,0,-0.0189646946564886,-0.0116183711438242,"U","U",0
"81","SWC051-ub154","Perth","SWC051",0,-0.021978021978022,-1,1.5,-0.025974025974026,-0.0200994393314292,-0.0192139570183782,"U","U",0
"82","SWC057-YaBL4","Perth","SWC057",1.06,0.15612777053455,7,-14,0.146979701638542,0.110419777667164,0.132979166412183,"M","H",1
"83","SWC057-YaHM16","Perth","SWC057",1.19,0.486818816953889,25,-28.5,0.329001367989056,0.350505894365543,0.350110054208104,"M","VH",2
"84","SWC057-YaHL14b","Perth","SWC057",1.34,0.283020185793113,2,-32.5,0.178321678321678,0.194273481402194,0.234894234117553,"M","VH",2
"85","SWC057-YaBL10","Perth","SWC057",1.35,0.222796709753232,19,-10.5,0.14367816091954,0.158848349466369,0.158415709223621,"M","H",1
"86","SWC057-YaBL2c","Perth","SWC057",1.64,0.362641898864809,19,-13.5,0.269282360831657,0.222086140028577,0.282165366248879,"H","VH",1
"87","SWC057-YaBL11","Perth","SWC057",1.67,0.513368983957219,33,-16.5,0.331914893617021,0.340425531914894,0.352698696117008,"H","VH",1
"88","SWC057-YaBM7","Perth","SWC057",1.76,0.485420560747664,21,-19,0.32016210739615,0.333333333333333,0.341604898485337,"H","VH",1
"89","SWC057-YaNJL2","Perth","SWC057",1.94,0.265612648221344,24,-14.5,0.202129971745273,0.17873686589086,0.195659959295741,"H","H",0
"90","SWC057-YaBL2b","Perth","SWC057",2.02,0.258484011757371,17,-22.5,0.177691766361717,0.134336677814939,0.21008848982211,"VH","H",-1
"91","SWC057-YaHL14a","Perth","SWC057",2.13,0.601362461827578,28,-17.5,0.395382395382395,0.369446020041596,0.445507397250071,"VH","VH",0
"92","SWC057-YaBM3","Perth","SWC057",2.19,0.472932330827068,17,-17,0.305970149253731,0.29806259314456,0.348219871230617,"VH","VH",0
"93","SWC057-YaBM2c","Perth","SWC057",2.34,0.452056288862223,20,-18.5,0.310820895522388,0.271372038813899,0.340700740193734,"VH","VH",0
"94","SWC057-YaBM11","Perth","SWC057",2.42,0.664526484751204,26,-18.5,0.429409300377042,0.453286177424108,0.464843149121458,"VH","VH",0
"95","SWC057-YaNJH2","Perth","SWC057",2.43,0.748079877112135,25,-34,0.413875598086124,0.478252611585945,0.511205047808694,"VH","VH",0
"96","SWC057-YaBH2c","Perth","SWC057",2.47,0.438299718065496,19,-21.5,0.316083916083916,0.25508607198748,0.34020069652768,"VH","VH",0
"97","SWC057-YaNJM2","Perth","SWC057",2.5,0.509815132456642,28,-21.5,0.348476135710178,0.317148182665424,0.355186863476925,"VH","VH",0
"98","SWC057-YaBM2b","Perth","SWC057",2.5,0.453333333333333,27,-26.5,0.287719298245614,0.269503546099291,0.343174362856422,"VH","VH",0
"99","SWC057-YaHH14","Perth","SWC057",2.51,0.667611622962438,28,-12.5,0.445925925925926,0.418803418803419,0.485714477230458,"VH","VH",0
"100","SWC057-YaHM14","Perth","SWC057",2.53,0.707070707070707,35,-53,0.430555555555556,0.433423752801038,0.49964667842026,"VH","VH",0
"101","SWC057-YaBH10","Perth","SWC057",2.55,0.66852419429739,30,-24.5,0.410628019323671,0.406896551724138,0.462871059671848,"VH","VH",0
"102","SWC057-YaTH5","Perth","SWC057",2.55,0.613888888888889,20,-25,0.414202818458138,0.372749465974977,0.40228629678171,"VH","VH",0
"103","SWC057-YaBH2b","Perth","SWC057",2.65,0.606607310215558,33,-31.5,0.346964510898937,0.343305411514426,0.43234537933172,"VH","VH",0
"104","SWC057-YaBH4","Perth","SWC057",2.65,0.55834904672114,24,-22.5,0.318518518518519,0.316619718309859,0.436186418055139,"VH","VH",0
"105","SWC057-YaHH11","Perth","SWC057",2.67,0.561056105610561,29,-17.5,0.338259441707718,0.360902255639098,0.420476721666671,"VH","VH",0
"106","SWC057-YaHH7b","Perth","SWC057",2.84,0.688945201140323,31,-8,0.434157561817136,0.414337568058076,0.495200877382115,"VH","VH",0
"107","SWC057-YaHH1b","Perth","SWC057",2.85,0.583552474300741,30,-14,0.358024691358025,0.35843484680694,0.425395983362678,"VH","VH",0
"108","SWC057-YaBU15","Perth","SWC057",0,-0.0319336626676076,1,1,0.00791624106230848,-0.0173402694411098,-0.0299784618829654,"U","U",0
"109","SWC057-YaHU3","Perth","SWC057",0,0.162790697674419,8,-19,0.114063215758131,0.117724867724868,0.139879703455029,"U","H",3
"110","SWC057-YaTU1","Perth","SWC057",0,0.0795883361921098,2,-5,0.0569663692518875,0.0539657304363187,0.0668989868552142,"U","H",3
"111","SWC057-YaTL1","Perth","SWC057",1.02,0.340319911748483,18,-21.5,0.236141636141636,0.251987540099493,0.248708790223205,"M","VH",2
"112","SWC057-YaHL10","Perth","SWC057",1.18,0.455674760022586,27,-21,0.301851851851852,0.240601503759398,0.361110825225493,"M","VH",2
"113","SWC057-YaBL1","Perth","SWC057",1.21,0.0950384346610762,7,-7,0.107992515370222,0.0679546968687542,0.0838765263523394,"M","H",1
"114","SWC057-YaHL9","Perth","SWC057",1.24,0.115229110512129,7,-8.5,0.0729468599033817,0.0778734257930815,0.100030184546916,"M","H",1
"115","SWC057-YaHL3","Perth","SWC057",1.25,0.383299642357332,22,-14.5,0.221861471861472,0.242577675489068,0.306957372524588,"M","VH",2
"116","SWC057-YaBL15","Perth","SWC057",1.3,0.0948090948090948,5,-11.5,0.0767032967032967,0.0592673992673993,0.0891010111150488,"M","H",1
