"","id","Veg.Type","BURNID","OzCBI","preNBR","preNDVI","preNIR","prei35","preNDWI","dNBRmax","dNIRmax","di35max","dNDVImax","dNDWImax","RBRmax","Severity_class","predict","dif"
"65","DON099-TBSHH1","Southern Jarrah Forest","DON099",2.4,0.505882352941176,0.560975609756098,64,38.5,0.040650406504065,0.358341369334619,29,2,0.35407905803196,0.217120994739359,0.237803149419859,"VH","VH",0
"66","DON099-TBSJM5","Southern Jarrah Forest","DON099",2.5,0.573033707865168,0.590909090909091,70,37,0.111111111111111,0.309875813128326,22,-10,0.344155844155844,0.261553588987217,0.196867329829045,"VH","H",-1
"67","DON099-TBSJH10","Southern Jarrah Forest","DON099",2.5,0.532467532467532,0.573333333333333,59,33,0.0825688073394495,0.438717532467532,24,-5,0.323333333333333,0.304791029561672,0.286095090491798,"VH","VH",0
"68","DON099-TBSJH8","Southern Jarrah Forest","DON099",2.7,0.520833333333333,0.56989247311828,73,42.5,0.0579710144927536,0.446206467661692,37,2,0.36989247311828,0.283777466105657,0.293203242357918,"VH","VH",0
"69","DON099-TBSJH6","Southern Jarrah Forest","DON099",2.7,0.462365591397849,0.563218390804598,68,42,0.0225563909774436,0.34471853257432,30,-0.5,0.356869184455391,0.247046186895811,0.235565558327113,"VH","VH",0
"70","DON099-ub112","Southern Jarrah Forest","DON099",0,0.558139534883721,0.595238095238095,67,36,0.0983606557377049,-0.0114807182808361,5,5,0.0452380952380952,-0.0714506650170121,-0.0073634963542197,"U","U",0
"71","DON099-ub113","Southern Jarrah Forest","DON099",0,0.595505617977528,0.613636363636364,71,35.5,0.136,0,0,1.5,0.0531968031968032,-0.0572773109243697,0,"U","U",0
"72","DON099-ub114","Southern Jarrah Forest","DON099",0,0.515789473684211,0.565217391304348,72,42,0.0588235294117647,-0.0244404113732607,5,5.5,0.0424901185770751,-0.0672268907563025,-0.0161132522326227,"U","U",0
"73","DON099-ub115","Southern Jarrah Forest","DON099",0,0.511111111111111,0.581395348837209,68,39.5,0.0542635658914729,-0.0323671497584541,-3,2.5,0.0379170879676441,-0.0908977244311078,-0.0214052720865668,"U","U",0
"74","DON099-ub116","Southern Jarrah Forest","DON099",0,0.543478260869565,0.595505617977528,71,38.5,0.0923076923076923,-0.0398550724637682,-5,-1,0.0284953086991776,-0.0420206659012629,-0.0258048775910443,"U","U",0
"75","DON078-CJL10","Southern Jarrah Forest","DON078",1.46,0.494252873563218,0.566265060240964,65,40,0.0236220472440945,0.134252873563218,14,0.5,0.109122203098107,0.0613578963006983,0.0897860662479725,"H","M",-1
"76","DON078-CJL4","Southern Jarrah Forest","DON078",1.47,0.434782608695652,0.552941176470588,66,44.5,-0.0294117647058824,0.162055335968379,13,-2.5,0.176317799847212,0.108799617407939,0.112868992134958,"H","M",-1
"77","DON078-CJL9","Southern Jarrah Forest","DON078",1.55,0.450549450549451,0.517241379310345,66,44.5,-0.0149253731343284,0.159410210043121,15,2,0.100574712643678,0.0903377847604085,0.109820722940428,"H","M",-1
"78","DON078-CJM7","Southern Jarrah Forest","DON078",1.68,0.543478260869565,0.577777777777778,71,38.5,0.10077519379845,0.219153936545241,22,-0.5,0.157487922705314,0.176246891911657,0.141895125426922,"H","H",0
"79","DON078-CJM10","Southern Jarrah Forest","DON078",1.72,0.425531914893617,0.50561797752809,67,47.5,-0.0428571428571429,0.3086487980105,25,0.5,0.232890704800817,0.202756892230576,0.216363051389227,"H","VH",1
"80","DON078-CJL5","Southern Jarrah Forest","DON078",1.79,0.315315315315315,0.46,73,56,-0.0759493670886076,0.194436194436194,22,2.5,0.117894736842105,0.15713333967831,0.147712476010825,"H","M",-1
"81","DON078-CJL1","Southern Jarrah Forest","DON078",1.81,0.505882352941176,0.560975609756098,64,36.5,0.0756302521008403,0.189426656738645,15,-1.5,0.119799139167862,0.138693315163903,0.125707661496544,"H","M",-1
"82","DON078-CJL11","Southern Jarrah Forest","DON078",1.82,0.518072289156627,0.555555555555556,63,35.5,0.0862068965517241,0.232358003442341,20,-3,0.211805555555556,0.212420488784734,0.152960464818527,"H","H",0
"83","DON078-CJM4","Southern Jarrah Forest","DON078",1.97,0.4375,0.533333333333333,69,48,-0.0416666666666667,0.220108695652174,13,-3.5,0.125925925925926,0.134803921568627,0.153012649045654,"H","M",-1
"84","DON078-CJH10","Southern Jarrah Forest","DON078",2.15,0.471264367816092,0.560975609756098,64,39.5,0.024,0.294793779580798,29,-1,0.310975609756098,0.237483146067416,0.200231552175704,"VH","VH",0
"85","DON078-CJM9","Southern Jarrah Forest","DON078",2.18,0.354166666666667,0.494252873563218,65,49.5,-0.0845070422535211,0.289231601731602,27,1.5,0.268446421950315,0.183350100603622,0.213428804623,"VH","VH",0
"86","DON078-CJM1","Southern Jarrah Forest","DON078",2.21,0.469879518072289,0.544303797468354,61,38,0.0252100840336134,0.327022375215146,21,-5.5,0.253981216823193,0.263305322128852,0.222331177501021,"VH","VH",0
"87","DON078-CJM11","Southern Jarrah Forest","DON078",2.24,0.48314606741573,0.552941176470588,66,39,0.056,0.381696792053412,28,-4,0.286274509803922,0.318135922330097,0.257182766867443,"VH","VH",0
"88","DON078-CJH9","Southern Jarrah Forest","DON078",2.25,0.389473684210526,0.534883720930233,66,49,-0.0833333333333333,0.32618254497002,24,-4,0.317492416582406,0.198717948717949,0.234583759961784,"VH","VH",0
"89","DON078-CJH11","Southern Jarrah Forest","DON078",2.3,0.462365591397849,0.563218390804598,68,42.5,0.0149253731343284,0.371456500488759,32,-3,0.32183908045977,0.287652645861601,0.253837115395021,"VH","VH",0
"90","DON078-CJH4","Southern Jarrah Forest","DON078",2.36,0.373737373737374,0.528089887640449,68,49.5,-0.0684931506849315,0.396993187690862,30,-2.5,0.302283436027546,0.25293542074364,0.288777475083545,"VH","VH",0
"91","DON078-CJH5","Southern Jarrah Forest","DON078",2.41,0.520833333333333,0.622222222222222,73,40,0.0735294117647059,0.423272357723577,33,-10,0.352380952380952,0.329727758872144,0.278133188735239,"VH","VH",0
"92","DON078-ub40","Southern Jarrah Forest","DON078",0,0.439024390243902,0.512820512820513,59,39.5,-0.00840336134453781,0.0069256248118037,2,1.5,-0.00717948717948724,0.00854579119783507,0.00480938021517169,"U","U",0
"93","DON078-ub41","Southern Jarrah Forest","DON078",0,0.488372093023256,0.560975609756098,64,39,0.032258064516129,-0.0178007464829171,3,1,0.0188069350573025,-0.0379173740803622,-0.0119518463964123,"U","U",0
"94","DON078-ub42","Southern Jarrah Forest","DON078",0,0.465116279069767,0.536585365853659,63,40.5,0.008,-0.0172366621067032,1,1.5,-0.0134146341463415,-0.0508235294117647,-0.0117566814807074,"U","U",0
"95","DON078-ub43","Southern Jarrah Forest","DON078",0,0.476190476190476,0.55,62,37.5,0.0420168067226891,-0.0116144018583043,1,0,-0.00555555555555554,-0.0097073312083454,-0.00786249440780086,"U","U",0
"96","DON078-ub44","Southern Jarrah Forest","DON078",0,0.418604651162791,0.506172839506173,61,41,-0.00813008130081301,0.0538987688098496,6,-0.5,-0.000676475562320311,0.048780487804878,0.0379674501388125,"U","U",0
"97","WTN006-GJL3","Southern Jarrah Forest","WTN006",0.72,0.614457831325301,0.634146341463415,67,29,0.218181818181818,0.120786945249352,12,-5.5,0.120632827949901,0.155118755118755,0.0747694820051475,"M","U",-2
"98","WTN006-GJL4","Southern Jarrah Forest","WTN006",0.91,0.614457831325301,0.654320987654321,67,29,0.207207207207207,0.189800297078726,21,-5,0.131932927952829,0.19749846934313,0.117490096861901,"M","H",1
"99","WTN006-GJL1","Southern Jarrah Forest","WTN006",1.24,0.612903225806452,0.630434782608696,75,33.5,0.2,0.136712749615975,13,-5.5,0.0748792270531401,0.121739130434783,0.08470938494324,"M","M",0
"100","WTN006-GJL5","Southern Jarrah Forest","WTN006",1.26,0.397260273972603,0.5,51,36,-0.0377358490566038,0.175038051750381,7,-2,0.0373134328358209,0.11611030478955,0.125182739586157,"M","M",0
"101","WTN006-GJL6","Southern Jarrah Forest","WTN006",1.39,0.397590361445783,0.506493506493506,58,41.5,-0.0491803278688525,0.371949335804757,18,-4,0.150561303103676,0.236533957845433,0.265945873829888,"M","VH",2
"102","WTN006-GJM7","Southern Jarrah Forest","WTN006",1.41,0.5,0.558441558441558,60,33.5,0.0909090909090909,0.294520547945205,16,-7.5,0.139086719731881,0.252813852813853,0.196216221149371,"H","H",0
"103","WTN006-GJM4","Southern Jarrah Forest","WTN006",1.5,0.614457831325301,0.634146341463415,67,28,0.240740740740741,0.114457831325301,19,-7,0.126454033771107,0.181917211328976,0.0708516366728071,"H","U",-3
"104","WTN006-GJL2","Southern Jarrah Forest","WTN006",1.52,0.571428571428571,0.604166666666667,77,38.5,0.140740740740741,0.125645438898451,17,-3,0.0437271062271062,0.115099715099715,0.0799053395374904,"H","M",-1
"105","WTN006-GJM5","Southern Jarrah Forest","WTN006",1.93,0.634146341463415,0.654320987654321,67,27.5,0.240740740740741,0.165791911083668,19,-9,0.154320987654321,0.214192068174369,0.101392705276329,"H","H",0
"106","WTN006-GJM1","Southern Jarrah Forest","WTN006",1.93,0.555555555555556,0.590909090909091,70,36.5,0.12,0.174603174603175,12,-5,0.140909090909091,0.128547008547009,0.112172786881902,"H","H",0
"107","WTN006-GJM3","Southern Jarrah Forest","WTN006",1.94,0.591397849462366,0.626373626373626,74,34.5,0.174603174603175,0.130723692158995,9,-5,0.114745719396882,0.110087045570917,0.0820923566325655,"H","M",-1
"108","WTN006-GJM2","Southern Jarrah Forest","WTN006",2.16,0.56989247311828,0.604395604395604,73,36.5,0.140625,0.10001295504599,12,-4,0.0871542250852595,0.0978899572649573,0.0636663277451836,"VH","M",-2
"109","WTN006-GJH1","Southern Jarrah Forest","WTN006",2.3,0.435897435897436,0.513513513513513,56,38.5,-0.0260869565217391,0.262564102564103,12,-4,0.0708905626938414,0.188198757763975,0.182729884544692,"VH","H",-1
"110","WTN006-GJH2","Southern Jarrah Forest","WTN006",2.49,0.435897435897436,0.534246575342466,56,36.5,0,0.435897435897436,19,-7.5,0.212818003913894,0.30188679245283,0.303360159888649,"VH","VH",0
"111","DON096-MJL2","Southern Jarrah Forest","DON096",0,0.422222222222222,0.523809523809524,64,43.5,-0.0229007633587786,0.0036175710594315,5,-3.5,0.00207039337474124,-0.00162416761409778,0.00254181743577824,"U","U",0
"112","DON096-MJL3","Southern Jarrah Forest","DON096",0,0.454545454545455,0.542168674698795,64,41.5,0,0.0643015521064301,7,-2.5,0.0305407677220509,0.0151515151515152,0.0441769454231923,"U","U",0
"113","DON096-MJL9","Southern Jarrah Forest","DON096",0,0.394736842105263,0.536231884057971,53,37.5,-0.0535714285714286,0.0101214574898785,2,-0.5,0.0362318840579711,-0.0093236409608091,0.0072516947210563,"U","U",0
"114","DON096-MJU1","Southern Jarrah Forest","DON096",0,0.466666666666667,0.552941176470588,66,41,0.0232558139534884,0.0313725490196078,5,-2.5,0.0302139037433156,0.015848406546081,0.0213757999225127,"U","U",0
"115","DON096-MJU2a","Southern Jarrah Forest","DON096",0,0.440860215053763,0.522727272727273,67,46,-0.0289855072463768,0.0700736981998308,6,-1.5,0.0105321507760532,0.0103845714937807,0.0485995087930337,"U","U",0
"116","DON096-MJU3","Southern Jarrah Forest","DON096",0,0.363636363636364,0.481481481481481,60,48,-0.111111111111111,-0.0173160173160173,2,0,-0.00569800569800571,-0.046594982078853,-0.0126891073530205,"U","U",0
"117","DON096-MJU4","Southern Jarrah Forest","DON096",0,0.347826086956522,0.476190476190476,62,48.5,-0.0948905109489051,-0.029951690821256,2,0,-0.0238095238095238,-0.0487366647950589,-0.022205746990584,"U","U",0
"118","DON096-MJU4a","Southern Jarrah Forest","DON096",0,0.186046511627907,0.397260273972603,51,53,-0.244444444444444,0.0465116279069767,3,-2,-0.0053371286247999,-0.0104018912529551,0.0391826499226143,"U","U",0
"119","DON096-MJU6","Southern Jarrah Forest","DON096",0,0.415730337078652,0.518072289156627,63,44.5,-0.0454545454545455,-0.0325455249903138,2,-1,0.00587716720540699,-0.0525467440361057,-0.0229722792958778,"U","U",0
"120","DON096-MJU7","Southern Jarrah Forest","DON096",0,0.397849462365591,0.511627906976744,65,46,-0.0441176470588235,0.159754224270353,13,-3,0.0671834625322998,0.0963782207097715,0.114204014490732,"U","H",3
"121","DON096-MJU8","Southern Jarrah Forest","DON096",0,0.340659340659341,0.452380952380952,61,49,-0.102941176470588,0.0452047952047952,6,-4,-0.00216450216450215,-0.0222960151802657,0.0336931990370819,"U","U",0
"122","DON096-MWU1","Southern Jarrah Forest","DON096",0,0.340909090909091,0.439024390243902,59,47,-0.0923076923076923,0.12139689578714,9,-2.5,0.0179717586649551,0.0602346805736636,0.0904658121847122,"U","M",2
"123","DON096-MWU2","Southern Jarrah Forest","DON096",0,0.369565217391304,0.482352941176471,63,48.5,-0.0869565217391304,0.036231884057971,5,2.5,-0.0060191518467852,-0.0171890798786653,0.0264357241802282,"U","U",0
"124","DON096-MJL1a","Southern Jarrah Forest","DON096",0.79,0.364705882352941,0.506493506493506,58,43,-0.072,0.111958629605688,4,-6.5,0.0814935064935065,0.0907906976744186,0.0819785804926004,"M","U",-2
"125","DON096-MJWL2","Southern Jarrah Forest","DON096",0.84,0.417721518987342,0.513513513513513,56,40.5,-0.0588235294117647,0.112165963431786,9,-3,0.0519750519750519,0.0218216318785579,0.0790612970414717,"M","M",0
"126","DON096-MWL1","Southern Jarrah Forest","DON096",0.91,0.253012048192771,0.386666666666667,52,47.5,-0.161290322580645,0.153012048192771,8,-2,0.0345539906103287,0.0800889877641824,0.122018004861505,"M","M",0
