"","id","Veg.Type","BURNID","OzCBI","dNBRmax","dNIRmax","di35max","dNDVImax","dNDWImax","RBRmax","Severity_class","predict","dif"
"141","DON079-EJH3","Warren","DON079",2.64,0.610483870967742,34,-13,0.320340184266478,0.550970873786408,0.36425051967049,"VH","VH",-1
"142","DON079-EJH1","Warren","DON079",2.64,0.484982494932744,28,-12,0.266666666666667,0.463554926921264,0.288677935123583,"VH","VH",-1
"143","DON079-EJH4","Warren","DON079",2.65,0.621212121212121,39,-13.5,0.33007733007733,0.53426834969612,0.369149874849189,"VH","VH",-1
"144","DON079-EKL1b","Warren","DON079",1.98,0.202089268755935,20,-5,0.0602240896358543,0.231279438623474,0.120290347434475,"H","H",-1
"145","DON079-EKL1","Warren","DON079",2.03,0.161344537815126,28,-3,0.0562770562770563,0.235431235431235,0.094062777105512,"VH","H",-2
"146","DON079-EKM1b","Warren","DON079",2.14,0.38961510530138,25,-7.5,0.14696223316913,0.374785428189968,0.235371331727924,"VH","VH",-1
"147","DON079-EJH2b","Warren","DON079",2.25,0.533834586466165,41,-13.5,0.319727891156463,0.517073170731707,0.312867674599992,"VH","VH",-1
"148","DON079-ub45","Warren","DON079",0,0.0315078769692423,9,3,-0.0542553191489362,0.0382452193475816,0.0195227795975797,"U","M",1
"149","DON079-ub46","Warren","DON079",0,0.157375145180023,6,-11,0.0292598967297762,0.224,0.0977026536906006,"U","H",2
"150","DON079-ub47","Warren","DON079",0,0.102564102564103,0,-7.5,-0.0263157894736842,0.181231671554252,0.0615015606021003,"U","H",2
"151","DON079-ub48","Warren","DON079",0,0.0788370874803562,14,-1.5,0.00462130937098837,0.135279347143754,0.0458784255255976,"U","M",1
"152","DON079-ub49","Warren","DON079",0,0.141025641025641,4,-8.5,0.0210526315789473,0.214695153725899,0.0858851637283531,"U","H",2
"153","DON079-ub50","Warren","DON079",0,0.138805220883534,20,-4.5,0.0188729399255715,0.233969791963522,0.0802265027744152,"U","H",2
"154","DON079-ub51","Warren","DON079",0,0.0866898384788387,8,-2,-0.025974025974026,0.165985699693565,0.0510051196388838,"U","H",2
"155","DON079-ub52","Warren","DON079",0,0.120645709430756,24,-4,0.0424242424242425,0.223451189958367,0.0686263185798025,"U","M",1
"156","DON079-ub53","Warren","DON079",0,0.117307692307692,17,-1.5,0.00193423597678921,0.16183800623053,0.0692772452641621,"U","H",2
"157","DON079-ub54","Warren","DON079",0,0.0832242106794704,10,-1.5,-0.0356725146198831,0.124738451633671,0.0495629750019778,"U","H",2
"158","FRK050-LHU1","Warren","FRK050",0,0.0151416828898983,-1,-3,0.0190476190476191,0.0487141724255126,0.00993947851532016,"U","U",0
"159","FRK050-LJU1","Warren","FRK050",0,-0.0301724137931034,-4,-2.5,0.0138930836605256,-0.00976800976800979,-0.0185562200449591,"U","U",0
